Reservation-id,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,Expected_stay_days,Reservation_gap
25412963,F,29,caucasian,High-School,25K --50K,East,Airport Hotels,2,1,0,FB,Yes,No,Non-Refundable,Online,No,Check-In,Yes,5,240,1,69
98705456,F,62,African American,High-School,<25K,North,City Hotel,5,1,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,10,198,2,52
99002396,M,27,caucasian,Grad,25K --50K,South,Resort,2,2,1,BB,No,No,Refundable,Online,Yes,Check-In,No,0,192,2,67
2048427,M,53,caucasian,College,50K -- 100K,South,City Hotel,1,2,1,BB,No,No,No Deposit,Direct,No,Check-In,Yes,20,134,1,70
53451734,M,41,African American,High-School,<25K,North,Resort,2,2,0,HB,Yes,No,No Deposit,Direct,Yes,Check-In,No,0,184,1,48
55475864,M,20,Asian American,College,>100K,South,City Hotel,2,1,1,HB,Yes,Yes,No Deposit,Online,No,Check-In,Yes,10,239,1,49
50536708,F,18,Asian American,Mid-School,<25K,South,Resort,1,2,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,20,100,1,73
55439254,M,28,caucasian,College,50K -- 100K,South,City Hotel,1,1,1,BB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,25,147,1,73
28238602,F,57,African American,College,<25K,South,City Hotel,1,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,194,1,117
63449335,M,33,Asian American,Grad,<25K,South,City Hotel,1,3,2,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,122,3,39
89706081,F,21,Asian American,Mid-School,50K -- 100K,South,Resort,4,1,1,BB,Yes,No,No Deposit,Agent,Yes,Check-In,Yes,5,174,1,76
215000,F,59,caucasian,Mid-School,<25K,North,City Hotel,3,1,1,HB,Yes,Yes,Refundable,Agent,Yes,Check-In,Yes,5,173,2,82
23305152,F,22,Asian American,Grad,25K --50K,West,Resort,1,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,104,2,41
6652631,F,60,caucasian,Mid-School,50K -- 100K,South,Airport Hotels,2,2,0,BB,No,No,No Deposit,Agent,Yes,Check-In,No,0,125,2,71
88258812,F,64,Latino,High-School,<25K,North,Airport Hotels,3,3,1,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,236,1,72
52358081,F,65,Asian American,High-School,>100K,West,Resort,2,1,1,BB,Yes,No,No Deposit,Direct,No,Check-In,Yes,20,153,2,19
73086710,F,36,African American,College,>100K,West,City Hotel,5,2,1,BB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,15,231,1,-1
4904105,F,61,African American,College,25K --50K,South,Resort,1,2,0,BB,No,No,Refundable,Direct,Yes,Check-In,No,0,211,2,0
94076597,F,46,African American,High-School,50K -- 100K,East,Resort,2,1,0,BB,No,No,Refundable,Agent,Yes,Check-In,Yes,25,222,2,0
22098429,F,39,African American,High-School,50K -- 100K,South,Resort,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,30,190,4,-4
78280386,M,69,Latino,High-School,25K --50K,South,Airport Hotels,3,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,191,1,75
41549738,F,62,Asian American,Mid-School,25K --50K,East,City Hotel,4,3,0,BB,No,No,Refundable,Online,No,Check-In,Yes,10,183,3,38
26871097,F,44,Asian American,Grad,25K --50K,West,Airport Hotels,4,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,194,1,40
51611019,F,47,caucasian,Mid-School,50K -- 100K,South,Resort,3,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,5,171,4,40
38845513,M,43,Latino,College,25K --50K,South,City Hotel,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,235,1,92
78965916,M,54,Latino,Mid-School,<25K,South,Airport Hotels,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,229,2,104
30172805,M,18,caucasian,Grad,25K --50K,North,Resort,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,30,202,1,56
25979833,F,19,caucasian,Grad,50K -- 100K,South,City Hotel,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,15,246,1,28
61325748,F,50,African American,College,<25K,South,Airport Hotels,3,1,0,BB,Yes,Yes,No Deposit,Online,No,Check-In,Yes,10,171,1,0
15940552,F,31,African American,College,<25K,East,City Hotel,3,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,30,206,3,38
53862693,M,66,caucasian,College,<25K,South,City Hotel,2,1,0,BB,Yes,No,Refundable,Online,Yes,Check-In,Yes,10,115,2,88
38029707,M,38,caucasian,College,<25K,East,Airport Hotels,2,1,0,HB,Yes,No,Refundable,Agent,No,Check-In,Yes,10,220,1,56
39830347,M,69,caucasian,Grad,25K --50K,East,Resort,5,2,0,HB,No,No,Refundable,Direct,Yes,Check-In,Yes,10,137,2,55
41570070,M,49,African American,High-School,<25K,East,Airport Hotels,2,3,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,10,149,1,40
26917364,M,33,caucasian,College,<25K,North,City Hotel,2,3,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,5,182,1,60
52011467,M,50,Latino,Mid-School,>100K,West,Resort,3,2,0,BB,No,No,Refundable,Agent,Yes,Check-In,No,0,192,1,48
36807265,M,48,caucasian,College,<25K,East,Resort,5,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,30,150,1,56
78296941,M,35,Latino,High-School,<25K,North,Resort,2,1,0,HB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,192,2,29
18470017,F,30,African American,Mid-School,<25K,South,Resort,3,1,0,HB,Yes,No,No Deposit,Online,No,Check-In,No,0,106,1,61
74633294,M,40,caucasian,Mid-School,50K -- 100K,West,Resort,5,1,2,BB,Yes,Yes,Refundable,Online,No,Check-In,Yes,40,116,4,39
29236718,F,42,African American,High-School,50K -- 100K,East,Airport Hotels,3,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,177,2,25
91094538,F,47,caucasian,College,50K -- 100K,West,Airport Hotels,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,30,197,1,105
82329195,F,62,Latino,High-School,>100K,North,Resort,1,2,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,10,117,1,44
12403253,F,69,African American,High-School,25K --50K,South,Resort,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,176,2,104
18345955,F,54,Asian American,College,25K --50K,South,Airport Hotels,1,2,2,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,131,4,104
5635994,F,47,Asian American,College,50K -- 100K,South,Resort,1,1,0,BB,No,No,Refundable,Direct,No,Check-In,No,0,146,3,46
46537680,F,31,Asian American,High-School,25K --50K,South,Resort,1,3,1,BB,No,No,Non-Refundable,Online,Yes,Check-In,No,0,131,2,8
83462495,M,58,caucasian,College,<25K,North,Resort,2,2,0,BB,No,No,No Deposit,Agent,No,Check-In,No,0,184,1,107
51700472,F,27,Latino,Mid-School,>100K,North,City Hotel,2,2,2,BB,Yes,No,No Deposit,Direct,No,Check-In,Yes,10,216,1,29
85095807,M,65,African American,College,<25K,North,Airport Hotels,2,3,0,BB,No,No,Refundable,Online,Yes,Check-In,No,0,219,1,163
11762528,M,47,African American,College,<25K,North,Airport Hotels,2,3,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,103,1,163
19772855,F,69,African American,High-School,<25K,East,Resort,2,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,10,250,1,163
20355353,F,46,caucasian,College,<25K,South,City Hotel,2,2,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,10,129,1,-1
37796494,M,37,caucasian,College,50K -- 100K,North,Resort,2,2,2,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,182,2,44
28438394,F,29,caucasian,Mid-School,50K -- 100K,North,Resort,2,2,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,25,248,2,29
86990898,M,26,Asian American,College,<25K,East,Airport Hotels,4,3,0,BB,Yes,No,Refundable,Online,No,Check-In,No,0,161,1,33
2046742,M,36,African American,College,25K --50K,East,Airport Hotels,3,1,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,5,117,2,64
22653480,F,44,caucasian,High-School,50K -- 100K,South,City Hotel,2,2,0,HB,No,No,Refundable,Online,No,Check-In,Yes,15,139,1,3
45754558,F,64,Asian American,College,>100K,South,Resort,2,1,0,FB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,25,118,1,22
8568415,F,33,Latino,College,25K --50K,West,City Hotel,1,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,124,1,30
74448682,M,47,Asian American,High-School,>100K,South,City Hotel,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,162,1,31
11551819,M,37,caucasian,High-School,<25K,North,Resort,2,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,185,4,38
6485917,M,21,African American,High-School,>100K,East,Resort,2,1,0,HB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,20,138,1,29
59564837,F,23,Asian American,Mid-School,25K --50K,South,Airport Hotels,2,2,1,HB,No,No,No Deposit,Agent,No,Check-In,Yes,5,235,1,29
21067372,M,28,Latino,College,25K --50K,South,City Hotel,5,3,0,BB,No,No,Refundable,Direct,No,Check-In,Yes,10,112,1,9
8414012,M,50,caucasian,College,25K --50K,North,Resort,2,3,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,40,142,4,7
96836945,M,30,Latino,College,50K -- 100K,South,Resort,2,2,1,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,230,1,10
42470725,F,50,caucasian,College,>100K,South,Resort,1,1,1,BB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,5,125,1,7
45132600,F,27,African American,Mid-School,>100K,East,Airport Hotels,4,1,0,BB,Yes,No,No Deposit,Direct,Yes,Check-In,No,0,247,3,36
65416554,F,20,Latino,Grad,50K -- 100K,West,Resort,1,3,0,BB,No,No,Refundable,Online,Yes,Check-In,No,0,134,1,3
97049362,F,68,caucasian,College,>100K,South,City Hotel,1,2,0,BB,Yes,No,No Deposit,Agent,Yes,Check-In,Yes,10,100,1,33
19090077,F,54,caucasian,College,25K --50K,South,Airport Hotels,2,1,1,HB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,202,3,52
66688620,F,50,Latino,College,<25K,North,Resort,4,2,1,FB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,204,3,22
1810238,M,63,caucasian,College,<25K,South,Airport Hotels,3,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,109,3,103
24420833,M,38,Asian American,Grad,50K -- 100K,North,Resort,2,1,0,BB,No,No,No Deposit,Online,No,Check-In,No,0,116,3,27
91334221,M,66,caucasian,High-School,25K --50K,North,City Hotel,2,1,0,BB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,5,170,2,-1
2789026,M,43,Latino,High-School,25K --50K,West,City Hotel,1,1,1,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,10,111,1,21
51963128,M,20,African American,College,>100K,South,City Hotel,5,1,1,HB,No,No,Refundable,Online,No,Check-In,Yes,5,203,2,40
66771275,F,57,African American,Grad,<25K,West,Resort,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,238,3,64
69457419,M,31,caucasian,Mid-School,50K -- 100K,South,City Hotel,4,1,2,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,165,2,33
54808143,M,47,African American,College,<25K,North,Airport Hotels,2,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,144,4,17
92471100,M,19,African American,High-School,<25K,North,City Hotel,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,15,247,2,48
54570779,M,62,caucasian,High-School,50K -- 100K,North,Airport Hotels,3,2,1,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,105,2,26
939845,F,56,caucasian,Grad,50K -- 100K,North,City Hotel,1,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,25,154,2,28
91515393,M,41,Latino,Grad,25K --50K,East,Resort,5,2,0,BB,Yes,No,No Deposit,Online,No,Check-In,Yes,10,127,1,126
74276404,M,45,caucasian,College,50K -- 100K,West,Resort,2,1,1,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,25,160,2,27
13615358,F,23,African American,College,<25K,North,Resort,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,148,4,62
93876548,F,55,Latino,High-School,25K --50K,South,Resort,2,2,0,BB,No,No,Refundable,Agent,Yes,Check-In,Yes,5,177,4,55
25664899,M,69,caucasian,College,50K -- 100K,North,Airport Hotels,4,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,245,1,27
58774069,M,30,Latino,College,>100K,East,Airport Hotels,1,2,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,10,128,1,58
38980432,M,43,Asian American,High-School,25K --50K,North,City Hotel,5,2,0,BB,Yes,No,No Deposit,Agent,Yes,Check-In,Yes,20,245,1,-1
48643638,F,22,African American,College,25K --50K,South,City Hotel,1,1,2,BB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,10,161,2,45
96853355,M,27,Latino,Grad,<25K,North,Resort,3,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,162,3,44
3825640,F,29,caucasian,Mid-School,<25K,South,City Hotel,2,2,0,BB,No,No,No Deposit,Direct,No,Check-In,No,0,159,2,45
18200834,F,30,Latino,Grad,>100K,East,Resort,2,2,0,HB,No,No,Refundable,Online,No,Check-In,Yes,10,147,2,55
57762916,M,48,caucasian,College,<25K,South,Airport Hotels,2,1,0,HB,No,No,Refundable,Direct,Yes,Check-In,No,0,139,1,0
95802690,F,42,caucasian,College,25K --50K,West,Resort,4,1,1,BB,No,No,Refundable,Online,Yes,Check-In,Yes,25,243,1,3
55476104,M,23,caucasian,Mid-School,50K -- 100K,South,City Hotel,2,1,0,BB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,10,235,2,30
60960628,M,25,Asian American,College,25K --50K,North,City Hotel,2,1,0,HB,No,No,Refundable,Online,No,Check-In,Yes,20,132,1,23
10065679,F,18,Asian American,College,50K -- 100K,North,City Hotel,3,1,0,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,207,1,10
15875925,F,53,African American,High-School,25K --50K,South,Resort,3,2,2,BB,Yes,Yes,No Deposit,Direct,No,Check-In,Yes,5,117,1,135
78578741,M,45,African American,Grad,50K -- 100K,West,City Hotel,1,3,0,BB,No,No,No Deposit,Agent,No,Check-In,Yes,25,131,2,0
36618415,F,67,Asian American,Mid-School,>100K,North,Resort,3,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,10,217,2,52
33697416,M,41,African American,High-School,25K --50K,North,Airport Hotels,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,190,1,86
33099073,M,34,Latino,Mid-School,25K --50K,East,Resort,2,1,0,BB,Yes,No,No Deposit,Agent,Yes,Check-In,Yes,10,130,1,97
52150983,F,19,Asian American,College,<25K,North,Resort,2,1,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,30,236,1,8
30054530,M,65,African American,College,<25K,East,Resort,1,2,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,No,0,116,4,-2
25438175,F,69,Asian American,High-School,>100K,East,City Hotel,2,1,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,5,210,3,8
24199838,M,36,African American,Mid-School,50K -- 100K,South,Resort,1,3,1,BB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,244,1,10
31419713,M,20,Asian American,Mid-School,25K --50K,East,Airport Hotels,2,3,1,BB,No,No,Refundable,Online,Yes,Check-In,Yes,25,191,1,68
92668424,F,47,caucasian,Grad,25K --50K,South,Airport Hotels,2,1,0,HB,No,No,Refundable,Online,Yes,Check-In,No,0,126,2,35
64268198,F,28,African American,Mid-School,<25K,South,City Hotel,2,2,0,BB,No,No,No Deposit,Direct,No,Check-In,No,0,183,1,102
64626983,F,57,African American,Mid-School,25K --50K,North,City Hotel,1,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,229,2,3
78873197,F,37,caucasian,College,50K -- 100K,South,Resort,4,2,1,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,10,219,3,31
6460987,F,68,caucasian,College,50K -- 100K,West,Airport Hotels,1,2,1,BB,No,No,Non-Refundable,Online,No,Check-In,No,0,120,2,42
80977622,F,54,African American,College,25K --50K,South,City Hotel,2,2,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,5,169,2,81
67350105,F,24,Latino,Grad,50K -- 100K,East,Resort,3,1,1,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,No,0,218,1,82
8231587,F,65,caucasian,Grad,50K -- 100K,North,Resort,1,3,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,242,3,69
6234541,M,39,African American,Grad,>100K,South,City Hotel,1,1,0,BB,Yes,No,No Deposit,Online,No,Check-In,Yes,40,197,4,139
39314932,F,29,caucasian,Mid-School,50K -- 100K,North,Airport Hotels,2,3,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,212,3,44
25808747,F,36,Latino,Mid-School,50K -- 100K,North,Airport Hotels,3,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,161,2,102
97451894,M,56,African American,College,>100K,North,Airport Hotels,2,2,0,HB,No,No,No Deposit,Agent,No,Check-In,Yes,40,103,2,23
80523782,F,68,African American,High-School,50K -- 100K,North,Resort,4,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,153,1,81
34586678,M,50,caucasian,College,25K --50K,East,City Hotel,4,3,1,HB,No,No,Refundable,Online,Yes,Check-In,No,0,123,2,102
98823630,F,39,African American,High-School,50K -- 100K,South,Resort,2,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,20,120,1,345
2816134,F,25,caucasian,Grad,50K -- 100K,South,City Hotel,2,3,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,178,3,-3
22248972,M,68,African American,Mid-School,>100K,North,Airport Hotels,3,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,104,1,34
84263009,F,19,Latino,College,50K -- 100K,South,Airport Hotels,5,2,0,HB,No,No,No Deposit,Online,No,Check-In,No,0,129,3,31
62665561,M,18,Asian American,College,50K -- 100K,South,City Hotel,1,2,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,10,102,3,80
26068979,F,28,Latino,Grad,<25K,North,Resort,2,1,0,BB,No,No,Non-Refundable,Agent,Yes,Check-In,Yes,20,230,1,40
41715793,M,35,African American,Mid-School,<25K,East,Airport Hotels,2,1,1,BB,No,No,No Deposit,Agent,No,Check-In,Yes,10,138,1,25
22461442,F,23,African American,High-School,<25K,East,Resort,2,1,1,BB,Yes,No,Refundable,Online,Yes,Check-In,Yes,30,111,1,142
26850706,F,40,Latino,High-School,50K -- 100K,West,Airport Hotels,5,1,0,BB,Yes,No,Refundable,Online,Yes,Check-In,No,0,186,1,25
82903730,F,62,caucasian,Mid-School,>100K,South,City Hotel,5,1,0,BB,Yes,No,No Deposit,Direct,No,Check-In,Yes,30,146,1,-1
66776999,M,57,Asian American,College,>100K,South,Resort,1,1,1,BB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,20,138,1,41
98143718,M,67,caucasian,College,25K --50K,West,City Hotel,1,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,30,146,1,5
80119855,M,65,African American,Grad,<25K,North,City Hotel,3,1,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,10,169,1,27
95221916,M,53,caucasian,College,<25K,West,Resort,5,2,1,HB,Yes,No,Non-Refundable,Online,Yes,Check-In,No,0,117,2,24
60621294,F,38,Latino,High-School,25K --50K,South,Airport Hotels,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,136,1,9
89966183,F,35,caucasian,College,25K --50K,North,Airport Hotels,2,3,1,HB,No,No,No Deposit,Online,No,Check-In,Yes,20,157,3,56
44777778,M,41,Asian American,Mid-School,25K --50K,South,Resort,2,1,0,BB,Yes,No,Refundable,Direct,Yes,Check-In,Yes,10,241,1,158
95686135,F,39,Latino,College,25K --50K,West,Airport Hotels,2,2,0,BB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,10,232,3,121
66859040,M,29,caucasian,High-School,50K -- 100K,South,Resort,2,2,1,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,40,112,4,56
92092633,F,54,Asian American,Mid-School,50K -- 100K,West,Resort,4,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,10,192,2,24
20459986,M,18,Latino,College,25K --50K,West,Airport Hotels,1,2,0,BB,No,No,Refundable,Agent,Yes,Check-In,Yes,25,249,1,159
15080676,F,45,caucasian,Grad,<25K,West,Airport Hotels,5,1,0,BB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,25,184,1,67
35845025,M,26,African American,High-School,<25K,West,Resort,5,1,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,No,0,116,2,36
41969395,F,25,caucasian,College,<25K,South,Resort,2,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,20,170,1,46
71141755,F,35,African American,College,50K -- 100K,North,City Hotel,2,3,0,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,182,1,47
90334435,F,42,Asian American,High-School,50K -- 100K,East,City Hotel,3,1,2,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,204,1,47
54674193,M,24,caucasian,Grad,25K --50K,North,Resort,5,1,0,HB,Yes,Yes,Refundable,Online,Yes,Check-In,Yes,40,135,1,26
61997725,F,19,Asian American,College,50K -- 100K,West,City Hotel,1,3,0,HB,No,No,No Deposit,Agent,Yes,Check-In,No,0,245,1,70
22845608,M,44,African American,College,50K -- 100K,South,Airport Hotels,4,3,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,221,1,84
93836798,M,19,Latino,Grad,>100K,West,City Hotel,3,1,1,BB,No,No,No Deposit,Direct,No,Check-In,Yes,25,230,2,130
56860598,F,49,caucasian,Mid-School,>100K,South,City Hotel,3,1,2,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,231,1,49
14078430,F,33,caucasian,College,<25K,North,Resort,2,2,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,165,1,121
6068097,F,63,African American,College,25K --50K,North,City Hotel,1,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,111,1,63
84923222,M,37,Asian American,College,50K -- 100K,South,City Hotel,2,3,0,FB,No,No,Refundable,Online,Yes,Check-In,No,0,139,2,46
95272637,F,30,Asian American,Mid-School,<25K,South,Airport Hotels,1,2,1,HB,No,No,No Deposit,Online,No,Check-In,Yes,10,234,4,-4
60026648,F,66,African American,College,25K --50K,North,Airport Hotels,5,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,155,1,13
67141271,M,23,caucasian,College,50K -- 100K,East,Resort,2,1,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,20,133,1,4
99808447,F,68,Asian American,Grad,25K --50K,West,Resort,4,2,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,5,176,2,159
69165979,M,36,African American,High-School,50K -- 100K,West,City Hotel,1,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,196,3,59
44121137,F,43,Latino,College,<25K,West,City Hotel,3,1,2,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,30,151,1,160
59874188,F,45,Latino,Grad,25K --50K,East,Airport Hotels,1,1,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,20,132,2,331
38769909,F,39,Asian American,Grad,50K -- 100K,South,City Hotel,3,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,40,168,1,26
76248985,F,46,Latino,Mid-School,<25K,West,Airport Hotels,3,2,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,5,204,1,72
25248302,M,23,African American,High-School,<25K,South,Resort,2,1,0,BB,Yes,No,No Deposit,Online,No,Check-In,Yes,25,207,1,122
61763041,F,41,Asian American,Mid-School,>100K,South,City Hotel,3,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,220,3,24
22373809,F,67,Asian American,College,25K --50K,West,Airport Hotels,2,1,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,10,167,1,96
61832022,M,25,Latino,Grad,50K -- 100K,South,City Hotel,4,1,0,BB,Yes,No,Non-Refundable,Online,Yes,Check-In,Yes,5,194,3,70
76519361,M,41,Latino,High-School,>100K,South,Airport Hotels,2,3,0,BB,Yes,No,No Deposit,Direct,Yes,Check-In,No,0,199,2,95
48829289,M,47,Asian American,Grad,50K -- 100K,North,Resort,2,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,132,3,24
466348,M,68,Latino,Grad,25K --50K,East,City Hotel,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,156,1,26
24852701,F,39,Latino,College,50K -- 100K,East,Resort,1,1,0,HB,No,No,Refundable,Online,No,Check-In,Yes,10,189,3,24
44480183,M,56,African American,Grad,25K --50K,West,City Hotel,4,2,0,HB,Yes,No,Non-Refundable,Online,No,Check-In,Yes,20,141,3,137
47688567,F,23,African American,College,<25K,East,City Hotel,4,1,1,BB,Yes,No,No Deposit,Direct,No,Check-In,Yes,10,187,1,61
94501191,M,66,caucasian,High-School,>100K,West,Resort,4,1,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,15,161,3,378
79544686,M,34,Asian American,College,50K -- 100K,South,City Hotel,1,1,0,BB,Yes,No,Refundable,Online,Yes,Check-In,Yes,10,213,1,-1
36428277,F,63,caucasian,Grad,50K -- 100K,North,Airport Hotels,2,3,0,HB,No,No,Refundable,Direct,No,Check-In,Yes,40,101,1,148
48892667,F,68,caucasian,College,25K --50K,South,Airport Hotels,1,2,1,BB,Yes,No,No Deposit,Agent,Yes,Check-In,Yes,15,231,1,0
29225564,F,56,caucasian,College,50K -- 100K,South,City Hotel,2,1,0,HB,Yes,Yes,Refundable,Online,Yes,Check-In,Yes,40,150,1,148
64598775,M,24,African American,College,25K --50K,South,Resort,3,1,0,BB,No,No,No Deposit,Direct,No,Check-In,No,0,112,2,2
44758654,M,35,Asian American,College,<25K,South,City Hotel,2,3,1,BB,No,No,Non-Refundable,Online,No,Check-In,Yes,10,238,2,102
68954464,F,21,Latino,College,50K -- 100K,West,Resort,1,2,0,BB,Yes,Yes,Non-Refundable,Online,No,Check-In,No,0,235,3,101
11390775,F,23,Asian American,Mid-School,<25K,West,Resort,4,2,2,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,145,1,67
3402422,M,38,Latino,Mid-School,50K -- 100K,North,Resort,2,2,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,10,194,1,3
54204443,F,41,Asian American,College,<25K,East,City Hotel,2,1,1,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,10,240,1,70
389122,F,42,Latino,High-School,25K --50K,West,Resort,1,3,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,40,108,1,148
99232188,F,42,Latino,Mid-School,25K --50K,South,City Hotel,3,1,0,BB,Yes,Yes,No Deposit,Agent,Yes,Check-In,Yes,10,223,1,0
16697932,M,68,African American,Grad,50K -- 100K,West,Resort,4,1,1,BB,No,No,No Deposit,Online,No,Check-In,No,0,175,3,52
